Tibialis_Anterior,Gastrocnemius,Heel,Great_Toe,First_Metatarsal,Fifth_Metatarsal,label
0.24701367297361046,0.2801026055503324,4.580605959083622,6.244550395145048,7.662817415548531,5.724692299557919,1
0.24510688027269803,0.32558763463584517,2.7934547282092406,7.453280655245659,5.838421421597727,4.617774236502402,1
0.23687531487301006,0.3053660768117515,3.5163735218273464,7.0192309875434855,8.97538287079242,4.665784744339938,1
0.4891887256750009,0.5361111280931266,7.220412436893589,8.081267561729394,9.293983761416529,7.274316749209989,0
0.49293661957357005,0.5373573054080123,7.422786049553421,8.299752805290076,9.200714286759544,7.804313344728433,0
0.49755973805960246,0.5364377966648927,7.080247098475536,7.8977000988912085,9.532757719102355,8.058604711135358,0
0.4673059672171149,0.5364385555212008,7.495061817911533,8.19517474350539,9.237501132233197,7.594188609428305,0
0.2360897683813481,0.3124743630466867,4.3871742480978,7.301199148108215,7.115709357864771,5.4167979340321315,1
0.4555789010621081,0.526629673842087,7.2380341301353965,7.988529160633527,9.168428229922052,7.4736394514868625,0
0.46755302267361726,0.5538440248337166,7.225809372036881,7.942094421089875,9.106095026311804,7.955774349816749,0
0.45705029932557156,0.5154354133402361,6.926653523298826,8.14110110732484,9.520042822245559,7.460552645899746,0
0.4999196414751285,0.5394849401781284,7.432025690416609,7.934718714443889,9.204518605067467,7.58566416674096,0
0.22822857207398312,0.299184919337969,3.493569424852541,5.985081078216534,7.36944837867633,4.948807108801587,1
0.49481660976710273,0.5280928973245238,7.305896949549994,7.890340908093973,9.03630190304814,7.777073013608049,0
0.2688513749546654,0.3029522371032603,4.6851042721069485,7.049078860482516,6.608342449049906,3.947075992423488,1
0.4633297550449394,0.5352773290983088,7.645049332306919,7.89819454097595,9.405140881450912,7.77456633385844,0
0.22575084324826794,0.27584744114494797,4.210417367201248,6.0135730042762106,7.855693808529448,5.669455963947213,1
0.2508150285469044,0.3143599433302598,4.088628337834883,6.304425795902781,6.863656782091362,5.9101654235026535,1
0.4927337778137011,0.510440439971187,7.33778379015854,8.111047962413585,9.18984035284805,7.617445297661078,0
0.4954719496861662,0.5301014343346182,6.98429851463888,7.998753925350342,9.04460802866348,7.639699447669218,0
0.2542436642044507,0.28925618938930375,3.320218093972716,6.956699990959324,8.699975711803177,5.195750362214832,1
0.21737311909943574,0.2615044244021786,3.293268649626139,7.11263490888625,6.61383516067924,4.293923486756506,1
0.47723887703217643,0.5181624180147798,7.436828329141934,8.10676669744383,9.191421556765718,7.569745524647958,0
0.4568617711235622,0.5399676014687952,7.187372366947782,7.953777111439547,9.254457657971596,7.356126318853099,0
0.2323999688280069,0.28697417807981435,4.100936274281726,6.443475366280153,6.433997938239955,5.332542541043165,1
0.47644801326274366,0.5425807649477916,7.765358031705592,7.768638423394045,9.352225609901563,7.572695384335349,0
0.4964778208716937,0.5317107172759223,7.395568712495811,8.186322659464834,9.152401978845075,7.842644849543304,0
0.222407372678906,0.30265825411602876,3.2867143720890337,7.541545476762284,7.320655003896338,5.6857658295154,1
0.5166354232851805,0.5471857474559505,7.111389723129899,8.025730527492069,9.158598842106601,7.676472783853783,0
0.2398634556761423,0.2775170342927905,4.989862691034589,7.486346510950241,7.143927062515498,4.360590166367665,1
0.456954958153332,0.5554918166461713,7.480334724364826,8.23003634021202,9.265796785183353,7.289587880989721,0
0.5095860566829324,0.5231359178027313,7.3387547887219675,8.014412644489832,9.079732567860308,7.171923619377738,0
0.25903877096962924,0.2859283796333313,3.523231947973839,6.283758346588334,7.752228785537871,4.919731092154102,1
0.48016954467410783,0.5477665500007556,7.298143513802169,8.29732903761155,9.142570811972693,7.566297047384134,0
0.24289572476177881,0.29415557573521983,3.8559054769989576,6.9606738678926074,8.161232986666398,6.15349857617538,1
0.49355243642645813,0.5241034066233043,7.334026240987132,7.836507137165398,9.502544868762053,7.625892253568137,0
0.26632080617171977,0.31024565897235223,4.406833158808632,7.501584051232719,7.983962449887787,5.232483194816032,1
0.227268454465529,0.29231999309376283,3.5086934315164395,7.047001275900105,5.747491968601572,5.629399028225448,1
0.49496998059343855,0.5260350394934115,7.467115399213128,8.102518676083005,9.24417749185623,7.507365790588394,0
0.45400268184095754,0.5507895789105921,7.147800130403509,8.295774769573226,9.280268828741459,7.5475721004267,0
0.4978099098619434,0.5358442807309262,7.440959407272205,8.447991770952,9.190271601247535,7.573538165399859,0
0.4786866066844633,0.5605845369178498,7.800533256037143,7.965066670147816,9.350899025853074,7.625972956763526,0
0.5035168879114011,0.5319103400912503,7.08742700652414,7.954833421588459,9.404644095758,7.62694881557382,0
0.23558999959518426,0.3272692634730335,3.880532992766187,6.42899605023335,8.38093430095691,6.013787860586036,1
0.474409172353207,0.5342208775695487,7.177492264568162,7.7724595308122515,9.298021681202187,7.777140248324305,0
0.5203557944123999,0.558405180184776,6.927852363031301,8.094387305733663,9.308874590188351,7.484730002802729,0
0.22788767554156453,0.27287482979663064,4.12525884507555,6.293589159343088,8.132777473187202,5.661897982192618,1
0.4666251166920692,0.5454961548645311,7.519264525433282,7.897156168798933,9.25696558067625,7.426815570738381,0
0.2311686040874003,0.29445226736713787,4.662653512215752,5.721395396982953,7.721372561185425,4.084936950012865,1
0.478388818762692,0.5253766844965182,7.613189028100541,7.782996271256206,9.147045249640042,7.734313489078855,0
0.4885804514583669,0.5487290997357926,7.189637889913305,8.081884877755218,9.110702067175456,7.540232576618984,0
0.4813259455006321,0.5307922451847814,7.596369956102071,7.917475692068358,8.96712839071831,7.559753610586191,0
0.49061905534849676,0.5322120092444478,7.686724809910791,8.220162159452006,9.276440148658146,7.765097205474179,0
0.49459122131042677,0.5359403911266908,7.50148886266388,7.948476372796213,9.341573221743005,7.573210425016594,0
0.487519579005474,0.5594095632804184,7.519551901420589,7.947929557693503,9.157706316097768,7.567571045927238,0
0.2510842398428702,0.30439454216275674,3.8048857937388245,6.311290465621892,6.185877472535006,4.698344271144031,1
0.5071555248921149,0.5274401491339485,7.89244542690171,8.130717995439433,9.24250282186237,7.495570740125037,0
0.2501661957335008,0.32360743014259996,3.4811961340584645,7.200260888371387,7.4853403990341265,5.2675928201407665,1
0.48859076172029325,0.5472562970682581,7.407853477079301,7.7489394077869065,9.211264196693106,7.768827874508873,0
0.24490695357144723,0.3023224698593978,3.3089076386555543,6.039749806954956,7.546476225945001,4.859618513939215,1
0.21787157664286896,0.31021746960601687,3.9882824633276823,6.941285091774154,6.324945956455565,4.929600640025749,1
0.22161647154090078,0.2954146030093399,3.1923112914495357,6.700328758914484,8.103928070708045,4.54136053434379,1
0.257593585797555,0.3036231620502568,2.6912364342701887,7.067239131526991,7.902592559723528,5.011768404946309,1
0.5122198090406086,0.517382568023382,7.706888565635005,8.144930124021496,9.496108959164584,7.5996656328083585,0
0.23829376432606386,0.3114986952080445,3.989015138658572,6.541428059307787,7.453984785707113,5.447941500579097,1
0.29136030630043624,0.27241438938671303,2.943540214991363,6.675923879278106,7.740648365304827,4.49894921584556,1
